学校,官网,招生网
商丘师范学院,http://www.sqnc.edu.cn,http://zhaoban.sqnc.edu.cn/
河南大学民生学院,http://minsheng.henu.edu.cn,http://mszs.henu.edu.cn/
承德医学院,http://www.cdmc.edu.cn,http://www.cdmc.edu.cn/20070628/column/87.htm
华北理工大学,http://www.heuu.edu.cn,http://zsjyc.heuu.edu.cn/
南昌大学科学技术学院,http://www.ndkj.com.cn,http://www.ndkj.com.cn/zsjy/index.aspx
江西财经大学现代经济管理学院,http://xjg.jxufe.cn,http://xjg.jxufe.cn/bigclass.asp?typeid=10&big
太原师范学院,http://www.tynu.edu.cn,http://yjsc.tynu.edu.cn/
云南师范大学商学院,http://www.ynnubs.com/,http://zs.ynnubs.com/
浙江工业大学之江学院,http://www.zjc.zjut.edu.cn,http://zs.zjc.zjut.edu.cn/zs
浙江越秀外国语学院,http://www.yxc.cn,http://zs.zyufl.edu.cn/
杭州电子科技大学信息工程学院,http://www.hziee.edu.cn,http://www.hziee.edu.cn/zs/
浙江树人学院,http://www.zjsru.edu.cn,
许昌学院,http://www.xcu.edu.cn,http://zs.xcu.edu.cn/index.html
湖北科技学院,http://www.enxnc.com.cn/new/default.htm,http://zsjy.hbust.com.cn/indexzs.jsp
燕京理工学院,http://www.ncbuct.edu.cn,http://www.ncbuct.com/zszd/
宁波大红鹰学院,http://www.dhyedu.com,http://www.nbdhyu.edu.cn/zsb/
延安大学西安创新学院,http://www.xacxxy.com,http://zsb.xacxxy.com/
河北经贸大学经济管理学院,http://202.206.206.251/,http://jgjgb.heuet.edu.cn/
贵阳中医学院,http://www.gyctcm.edu.cn/,http://zs.gyctcm.edu.cn/
湖北警官学院,http://www.hbpa.edu.cn,http://jpkc.hbpa.edu.cn:8024/
通化师范学院,http://www.thnu.edu.cn,http://admissions.thnu.edu.cn/
浙江师范大学行知学院,http://xz.zjnu.edu.cn.zs,http://xz.zjnu.net.cn/zs/index.php
长春光华学院,,http://zsb.ccughc.net/
山西中医药大学,http://www.sxtcm.com,http://bkzs.sxtcm.edu.cn/
昆明医科大学海源学院,http://www.kyhyxy.com/,http://zsw.kyhyxy.com/
广西民族大学相思湖学院,http://xshxy.gxun.edu.cn/,http://xshxy.gxun.edu.cn/zhao/
广西师范大学漓江学院,http://www.gxljcollege.cn,http://www.gxljcollege.cn/www/zsb/index.html
吉林工程技术师范学院,http://www.jltiet.net,http://www.jltiet.net/webzsxx/default.htm
青海师范大学,http://www.qhnu.edu.cn/,http://www.qhnu.edu.cn/zhaoshengxinxi/
苏州大学文正学院,http://www.sdwz.cn,http://www.sdwz.cn/default.php?mod=c&s=ss34c3f
贵州民族大学,http://www.gznc.edu.cn/,http://zjc.gzmu.edu.cn/
湘潭大学兴湘学院,http://xxxy.xtu.edu.cn/,http://xxxy.xtu.edu.cn/index.php/Studententer/ente
绍兴文理学院元培学院,http://www.ypcol.com,http://zsxx.ypc.edu.cn/
闽南理工学院,http://www.mnust.cn,http://www.mnust.cn/ZSC/INDEX.ASPX
四川外国语大学重庆南方翻译学院,http://www.tcsisu.com,http://www.tcsisu.com/gb/zszl/default.asp
河北大学工商学院,http://www.hicc.cn,http://zs.hicc.cn/
首都师范大学科德学院,http://www.kdcnu.com,http://zs.sd1954.cn/
西安科技大学高新学院,http://www.gx-xust.com/,http://www.gxxyzs.com/
河南城建学院,http://www.hncj.edu.cn,http://zs.hncj.edu.cn/
西南交通大学希望学院,http://www.swjtuhc.cn,http://swjtuhc.university-hr.cn/
云南大学滇池学院,http://dcxy.ynu.edu.cn/,http://dcxyzs.university-hr.cn/default.php
上饶师范学院,http://www.sru.jx.cn,http://zs.sru.jx.cn/index1.aspx
桂林电子科技大学信息科技学院,http://iit.guet.edu.cn/main/default.asp,http://i.guet.edu.cn:83/
广西民族师范学院,http://www.gxnun.net/,http://www.gxnun.net/2014zs/index_xxjj.html
安阳师范学院,http://www.aynu.edu.cn,http://zs.aynu.edu.cn/
安庆师范大学,http://www.aqtc.edu.cn,
沈阳工学院,http://www.syyyy.com.cn,http://zsxx.syyyy.com.cn/
石家庄学院,http://www.sjzc.edu.cn,http://xsc.sjzc.edu.cn/index/list/xsc/101/767/737/
嘉兴学院南湖学院,http://nhxy.zjxu.edu.cn,http://nhxyzs.zjxu.edu.cn/
湖南商学院北津学院,http://www.bjxy.net.cn,http://zsjy.bjxy.net.cn/
新疆财经大学,http://www.xjufe.edu.cn/,http://zsjy.xjufe.edu.cn/
重庆人文科技学院,http://www.swuyc.edu.cn,http://zsc.cqrk.edu.cn/
牡丹江师范学院,http://www.mdjnu.cn,http://zsjy.mdjnu.com/zsjy/index.asp
浙江财经大学东方学院,http://www.zufedfc.edu.cn,http://zs.zufedfc.edu.cn/
河池学院,http://www.hcnu.edu.cn,http://xbasp.hcnu.edu.cn/zsw/
阳光学院,http://ygxy.fzu.edu.cn,http://ygxy.fzu.edu.cn/zsweb/
香港城市大学,http://www.cityu.edu.hk/cityu/index-sc.htm,http://www.cityu.edu.hk/mainland/contact_us.htm
广东工业大学华立学院,http://www.hualixy.com/index.asp,http://www.hualixy.com/zsb/
北京大学医学部,http://www.bjmu.edu.cn,http://jiaoyuchu2.bjmu.edu.cn/zhaoshenggongzuo.asp
温州医科大学仁济学院,http://www.wzmc.net,http://rjxy.wzmc.edu.cn/zhaosheng/
红河学院,http://www.uoh.edu.cn/,http://zs.uoh.edu.cn/
三峡大学科技学院,http://www.ctgu.edu.cn,http://kjxy.ctgu.edu.cn/article/enroll
温州商学院,http://www.wucc.cn,
河北工业大学城市学院,http://cc.hebut.edu.cn,http://czs.hebut.edu.cn/
北京工业大学耿丹学院,http://www.gengdan.cn/,http://zs.gengdan.cn/
郑州工商学院,http://www.hpu.edu.cn,
香港理工大学,http://www.polyu.edu.hk,http://www.polyu.edu.hk/web/en/home/index.html
重庆工商大学派斯学院,http://www.paisi.edu.cn/,http://zjc.paisi.edu.cn/zsxx/
贺州学院,http://www.hzu.gx.cn,http://www.hzu.gx.cn/zsb/
湖南师范大学树达学院,http://sdw.hunnu.edu.cn,http://shuda.hunnu.edu.cn/index.php?s=/Index
黄冈师范学院,http://www.hgnc.net,http://221.233.162.243:8092/
吉林建筑大学城建学院,http://zsjy.jlucc.net/,http://zsjy.jlucc.edu.cn/
邢台学院,http://www.xttc.edu.cn,http://second.xttc.edu.cn/zsjy/web/
唐山学院,http://www.tsc.edu.cn,http://zsw.tsc.edu.cn
南京理工大学泰州科技学院,http://www.njusttz.edu.cn,http://zs.nustti.edu.cn/
中央美术学院,http://www.cafa.edu.cn,http://www.cafa.edu.cn/info/?c=802
宁波大学科学技术学院,http://www.ndkjxy.net.cn,http://zs.ndkjxy.net.cn/
中国计量大学现代科技学院,http://xdkj.cjlu.edu.cn,
湖南科技大学潇湘学院,http://dep.hnust.cn,http://kjxxxy.yggk.hnedu.cn/list/13/index.html
淮阴工学院,http://www.hyit.edu.cn,http://zjc.hyit.edu.cn/
长春科技学院,http://www.jlaudev.com.cn,http://www.jlaudev.com.cn/zs/
周口师范学院,http://www.zknu.edu.cn,http://zs.zknu.edu.cn/
阜阳师范学院,http://www.fync.edu.cn,http://www.fync.edu.cn/zsb2/
福建师范大学协和学院,http://cuc.fjnu.edu.cn,http://cuc.fjnu.edu.cn/zs/
曲靖师范学院,http://www.qjnu.edu.cn/,http://zsjyc.qjnu.edu.cn/zsgz/
河西学院,http://www.hxu.edu.cn/,http://jwc.hxu.edu.cn:86/hxxyzsw/
赤峰学院,http://www.cfxy.cn,http://www.cfxyzsxx.com/
沈阳城市建设学院,http://www.sjcy.cn,http://zszx.syucu.cn/
江苏大学京江学院,http://zb.ujs.edu.cn,http://jjxy.ujs.edu.cn/recruitment.asp?classid=31&
海军军医大学,http://www.smmu.edu.cn,http://www.baidu.com/s?wd=中国人民解放军第二军医大学
运城学院,http://www.ycu.edu.cn,http://www1.ycu.edu.cn/zhaosheng/
呼伦贝尔学院,http://www.hlbrc.cn,http://zsjy.hlbrc.cn/default.asp
成都体育学院,http://www.cdsu.edu.cn,http://zb.cdsu.edu.cn/
常州大学,http://www.cczu.edu.cn,http://www.cczu.edu.cn/page/main5/cczu/c_recruitst
黄山学院,http://www.hsu.edu.cn,
天水师范学院,http://www.tsnc.edu.cn,http://210.26.24.56/pub/zjc/index.php?r=default/in
武汉体育学院,http://www.wipe.edu.cn,http://zs.wipe.edu.cn/
沈阳城市学院,http://www.sdkj-syu.net,http://zs.sycu.net/
兰州城市学院,http://www.lzcu.edu.cn/,http://www2.lzcu.edu.cn/zhaosheng/
新疆医科大学,http://www2.xjmu.edu.cn/,http://xsc.xjmu.edu.cn/
青岛农业大学海都学院,http://www.hdxy.org,
辽宁中医药大学杏林学院,http://www.lncmxl.edu.cn,http://www.lncmxl.edu.cn/a/zhaoshengxinxi/
昆明理工大学津桥学院,http://www.oxbridge.edu.cn/,http://zsb.oxbridge.edu.cn/
平顶山学院,http://www.pdsu.edu.cn,http://zsxx.pdsu.edu.cn/
北京第二外国语学院中瑞酒店管理学院,http://www.bhi.edu.cn,http://zhaosheng.bhi.edu.cn/
南京审计大学金审学院,http://jsxy.nau.edu.cn,
长春理工大学光电信息学院,http://www.csoei.com,http://dep.csoei.com/zs/
香港科技大学,http://join.ust.hk/mainland,http://join.ust.hk/mainland/contact/info.html
湖南工业大学科技学院,http://www.hnut-d.com,http://hnutdzs.good-edu.cn/
广西科技大学鹿山学院,http://www.lzls.gxut.edu.cn,http://www.lzls.gxut.edu.cn:801/Zhaosheng/
四川传媒学院,http://www.cdysxy.com,http://zb.scmc.edu.cn/
吉林师范大学博达学院,http://www.bdxy.com.cn,http://web.bdxy.com.cn/zsw/
四川民族学院,http://www.scun.edu.cn,http://zjc.scun.edu.cn/index.html
铜陵学院,http://www.tlu.edu.cn,http://zsb.tlu.edu.cn/
北京中医药大学东方学院,http://www.df-college.com,http://www.df-college.com/news.asp?id=53
湖南农业大学东方科技学院,http://www.hnaues.com,http://dfy.hunau.edu.cn/zj/cn/index.asp
宁夏理工学院,http://www.nxist.com,http://www.nxist.com/zhaosheng/
商洛学院,http://www.slxy.cn/,http://zsw.slxy.cn/
福建农林大学金山学院,http://jsxy.fafu.edu.cn,http://www.fafu.edu.cn/jszsw/
潍坊科技学院,http://www.wfkjxy.com.cn,http://zs.wfkjxy.com.cn/
淮南师范学院,http://www.hnnu.edu.cn,http://jw.hnnu.edu.cn/zs/
晋中学院,http://www.sxjztc.edu.cn,http://zs.jzxy.edu.cn/
中国医科大学临床医药学院,http://www.cmu.edu.cn,http://www.cmu.edu.cn/cmc/index_news.asp?lmid=35
济宁学院,http://www.jnxy.edu.cn/,http://rs.jnxy.edu.cn/html/ztlm/rczp2/1.html
温州大学瓯江学院,http://www.ojc.zj.cn,http://www.ojc.zj.cn/zs/
巢湖学院,http://www.chu.edu.cn,http://www.chu.edu.cn/zsw/http://www.chu.edu.cn/zs
大庆师范学院,http://www.dqsy.net,http://zsjy.dqsy.net/main.asp
上海音乐学院,http://www.shcmusic.edu.cn,http://jwc.shcmusic.edu.cn/Html/zhaoshengbangongsh
玉溪师范学院,http://www.yxnu.net/,http://zb.yxnu.net/
天津体育学院,http://www.tjipe.edu.cn,http://zb.tjus.edu.cn/
陇东学院,http://www.ldxy.edu.cn/,http://zsjyc.ldxy.edu.cn/
天津外国语大学,http://www.tjfsu.edu.cn,http://211.68.208.57/zsw/
宿州学院,http://www.ahsztc.edu.cn,http://zjc.ahszu.edu.cn/zs/
齐鲁医药学院,http://www.wjmu.net,http://zhaosheng.wjmu.net/
山西大学商务学院,http://www.sdsy.sxu.edu.cn,http://www.sdsy.sxu.edu.cn/sdsy/zsjy/index.htm
南京工业大学浦江学院,http://pjxy.njut.edu.cn,http://pjxy.njtech.edu.cn/list.asp?class=646
黄淮学院,http://www.huanghuai.edu.cn,http://info.huanghuai.edu.cn/gb/zhaosheng/
西安工业大学北方信息工程学院,http://www.bxait.cn,http://zs.bxait.cn/
北京交通大学海滨学院,http://www.bjtuhbxy.cn,http://zsb.bjtuhbxy.cn/index.html
西安电子科技大学长安学院,http://www.xidian.edu.cn/yxsz/caxy.htm,
新乡学院,http://www.xxu.edu.cn,http://zs.xxu.edu.cn/?wbtreeid=1092&citycode=5
长春大学旅游学院,http://www.cctourcollege.com/,http://www.cctourcollege.com:8010/
陕西科技大学镐京学院,http://www.kdhj-edu.net/,http://zsw.kdhj-edu.net/
塔里木大学,http://www.taru.edu.cn/,http://xsc.taru.edu.cn/
武汉生物工程学院,http://www.whsw.net,http://zsw.whsw.cn/
山东财经大学燕山学院,http://www.yanshanxueyuan.com/,http://www.yanshanxueyuan.com/zhaosheng/index.htm
陕西国际商贸学院,http://www.csiic.com/,http://zs.csiic.com/
武汉晴川学院,http://luojia-whu.cn,
天津商业大学宝德学院,http://www.boustead.edu.cn/zhaosheng/index.html,http://zs.boustead.edu.cn/
炮兵学院,,
南华大学船山学院,http://usc.edu.cn,http://csxy.usc.edu.cn/zsjy/zsgz.htm
四川旅游学院,http://www.shic.edu.cn,http://zs.sctu.edu.cn/
贵阳学院,http://www.gyu.cn/,http://zjc.gyu.cn/index.htm
安康学院,http://www.aku.edu.cn/,http://zsb.aku.edu.cn/
湖南中医药大学湘杏学院,http://www.hnzyxx.com,http://xxxy.hnctcm.edu.cn/xxzs/
福建农林大学东方学院,http://www.fafuoc.com,http://www.fjdfxy.com/ZhaoSheng/index.asp
南京师范大学泰州学院,http://www.njnutz.com,http://zs.nnutc.edu.cn/
中央戏剧学院,http://www.zhongxi.cn,http://zhaosheng.zhongxi.cn/
太原理工大学现代科技学院,http://www.xdkj.tyut.edu.cn,http://www.xdkj.tyut.edu.cn/zhaos/index.asp
南京航空航天大学金城学院,http://jc.nuaa.edu.cn,http://jc.nuaa.edu.cn/jczs/
新疆师范大学,http://www.xjnu.edu.cn,http://zhaosheng.xjnu.edu.cn/
浙江外国语学院,http://www.zisu.edu.cn,http://zsjy.zisu.edu.cn/zhaosheng/
新乡医学院三全学院,http://www.sqmc.edu.cn,http://zs.sqmc.edu.cn/
江西中医学院科技学院,http://www.jxtcmstc.com,
遵义师范学院,http://www.zync.edu.cn/,http://www.zync.edu.cn/web/642/index.html
西安理工大学高科学院,http://www.xthtc.com/,http://www.xthtc.com/zhaosheng/index.html
济南大学泉城学院,http://www.ujnpl.com,http://zs.ujnpl.com/
辽宁师范大学海华学院,http://www.lshhxy.cn,http://zszx.lshhxy.cn/
中原工学院信息商务学院,http://www.zcib.edu.cn,http://www.zcib.cn/zsgz.aspx
西南科技大学城市学院,http://www.ccswust.com.cn,http://cc.swust.edu.cn/zs/index.asp
解放军西安通信学院,,
唐山师范学院,http://www.tstc.edu.cn,http://zsjy.tstc.edu.cn/
中国矿业大学,http://zs.cumt.edu.cn,http://zs.cumt.edu.cn
山东科技大学泰山科技学院,http://taxq.sdust.edu.cn,http://ta.sdust.edu.cn/zhaosheng2008/index.asp
兰州交通大学博文学院,http://www.bowenedu.cn/,http://www.bowenedu.cn/zsw/index.php
长春工业大学人文信息学院,http://www.ccutchi.com,http://www.ccutchi.com:8020/zsb/
安徽医科大学临床医学院,http://cc.ahmu.edu.cn,http://cc.ahmu.edu.cn/j_zsxx/index.php?zlm=37&
成都信息工程大学银杏酒店管理学院,http://www.yihms.com,
黑龙江工业学院,http://www.jxdx.net,http://zs.jxdx.com/
忻州师范学院,http://www.xztc.edu.cn,http://zs.xztc.edu.cn/
绥化学院,http://www.shxy.net,http://zs.shxy.net/
天津理工大学中环信息学院,http://www.tjzhic.com,http://www.tjzhic.com/zsxx/
广州商学院,http://www.gzcc.cn/,http://zsb.gzcc.cn/
四川美术学院,http://www.scfai.edu.cn,http://zsb.scfai.edu.cn/Recruit_Index.aspx
武汉纺织大学,http://www.wtu.edu.cn,http://zjc.wtu.edu.cn/zb.jsp
沈阳工业大学工程学院,http://gcxy.sut.edu.cn,
兰州财经大学陇桥学院,http://www.lzlqc.com/,
长江大学文理学院,http://wlxy.yangtzeu.edu.cn,http://wlxy.yangtzeu.edu.cn/zhao_sheng/index.html
安徽财经大学商学院,http://acsxy.aufe.edu.cn/,http://acsxy.aufe.edu.cn/s/68/t/210/p/11/c/2836/li
河北农业大学现代科技学院,http://xianke.hebau.edu.cn/,http://xianke.hebau.edu.cn/kjxy/zsxx/
辽宁医学院医疗学院,http://www.lnmu.edu.cn,
安顺学院,http://www.asu.edu.cn/,http://zsgzw.asu.edu.cn/
兰州理工大学技术工程学院,http://www.lutcte.cn,http://www.lutcte.cn/zjc/zsdt.asp
黑河学院,http://www.hhxyzsb.com,http://www.hhxyzsb.com/
江西理工大学应用科学学院,http://www.asc.jx.cn,http://zsb.asc.jx.cn/
沈阳航空航天大学,http://www.sau.edu.cn,http://zs.sau.edu.cn/
齐鲁理工学院,http://www.xtxy.cn,http://www.xtxy.cn/zsw/
南昌航空大学科技学院,http://www.nckjxy.cn,http://www.nckjxy.cn/zhaosheng
西藏民族大学,http://www.xzmy.edu.cn/,http://zhaojiu.xzmy.edu.cn/Xzmyzs/Index.aspx
吉林华桥外国语学院,http://www.hqwy.com,http://www.hqwy.com/xingzheng/zsb/index.asp
滁州学院,http://www.chzu.edu.cn,http://zsw.chzu.edu.cn/
吉首大学张家界学院,http://zjj.jsu.edu.cn,http://zjj.jsu.edu.cn/Category_19/Index.aspx
邯郸学院,http://www.hdc.edu.cn,http://www.hdc.edu.cn/zhaosheng/index.htm
石家庄铁道大学,http://www.stdu.edu.cn,http://zs.stdu.edu.cn/
南京理工大学紫金学院,http://zj.njust.edu.cn,http://218.94.126.74/zsnew/index.aspx
广西中医药大学赛恩斯新医药学院,http://www.gxzyxysy.com,http://116.252.81.214:84/
黑龙江东方学院,http://www.dfxy.net,http://www.dfxyzj.com/
大连海洋大学,http://www.dlfu.edu.cn/,http://xsc.dlou.edu.cn/
浙江中医药大学滨江学院,http://bjxy.zjtcm.net,http://bjxy.zjtcm.net/MList.aspx?arr=8
广州体育学院,http://www.gipe.edu.cn,http://www.gipe.edu.cn/zsjy.jsp
东莞理工学院城市学院,http://csxy.dgut.edu.cn/,http://www.ccdgut.edu.cn/xxgk/list.php?cat_id=68&a
新疆农业大学,http://www.xjau.edu.cn/,http://www.xjau.edu.cn/zsjy/bks/
河南师范大学新联学院,http://www.xlxy.edu.cn,http://web.xlxy.edu.cn/zs/
皖西学院,http://www.wxc.edu.cn,http://zsb.wxc.edu.cn/
北京协和医学院,http://www.pumc.edu.cn,http://info.pumc.edu.cn/gkzs
广东技术师范学院天河学院,http://www.thxy.cn,http://www.thxy.cn/zsb/
东华理工大学长江学院,http://ytc.ecit.edu.cn,http://202.101.244.115:89/index.html
荆楚理工学院,http://www.jcut.edu.cn,http://zsxx.jcut.edu.cn/
楚雄师范学院,http://www.cxtc.edu.cn/,http://cnuzsjy.cxtc.edu.cn/data/zsksw/
黑龙江财经学院,http://www.hrbtc.com,http://zhaosheng.hfu.edu.cn/
江西农业大学南昌商学院,http://www.ncsxy.com,http://zsw.ncsxy.com/
河北师范大学汇华学院,http://huihua.hebtu.edu.cn,http://222.30.226.10/zhaosheng/
湖北大学知行学院,http://www.hudazx.cn,http://zsb.hudazx.cn/
云南大学旅游文化学院,http://www.lywhxy.com/,http://www.lywhxy.com/zsxxw/
四川音乐学院,http://www.sccm.cn,http://zsw.sccm.cn/
广东海洋大学寸金学院,http://www.gdcjxy.com,http://www.gdcjxy.com/Admissions/index.asp
哈尔滨远东理工学院,http://www.fe-edu.com.cn,http://www.fe-edu.com.cn/zs/index.html
凯里学院,http://www.kluniv.cn/,http://enis.kluniv.edu.cn/
西安体育学院,http://www.xaipe.edu.cn/,http://www.xaipe.edu.cn/zhaosheng/
山西农业大学信息学院,http://www.cisau.com.cn,http://www2013.cisau.com.cn/bkzs.asp
山东财经大学东方学院,http://www.sdor.cn,http://jwc.sdor.cn/zs/
湖南理工学院南湖学院,http://www.hnist.cn,http://www.hnz.com.cn/daxue/hunanligongxueyuannanh
沈阳体育学院,http://www.syty.edu.cn,http://www.syty.edu.cn/
浙江海洋大学东海科学技术学院,http://dk.zjou.edu.cn,
云南师范大学文理学院,http://www.ysdwl.cn/,http://zs.ysdwl.cn/
湖北民族学院科技学院,http://www.hbmykjxy.com,http://www.hbmykjxy.cn/zsxxw/
福建师范大学闽南科技学院,http://www.mnkjxy.com,http://zsw.mnkjxy.com/
兰州商学院长青学院,http://changqing.lzcc.edu.cn/,
浙江农林大学,http://www.zafu.edu.cn,http://zs.zafu.edu.cn/
广州美术学院,http://www.gzarts.edu.cn,http://zs.gzarts.edu.cn/
厦门华厦学院,http://www.hxxy.edu.cn,http://zsb.hxxy.edu.cn/
西北师范大学知行学院,http://zxxy.nwnu.edu.cn,http://zxxy.nwnu.edu.cn/default_zsb.asp
天津师范大学津沽学院,http://www.jinguxy.cn,http://www.jinguxy.cn/department/zs/zsxx.html
郑州科技学院,http://www.zzist.net,http://www.zit.edu.cn/SpecialtyShow.aspx?ID=13
江西师范大学科学技术学院,http://kjxy.jxnu.edu.cn,http://www.gpu2001.com/column.asp?id=39
仲恺农业工程学院,http://www.zhku.edu.cn,http://zsb.zhku.edu.cn/default.aspx
贵州工程应用技术学院,http://www.gzbjc.cn/,http://zs.gues.edu.cn/
大连工业大学艺术与信息工程学院,http://www.caie.org,http://www.caie.org/tree.asp?t=251
河北工程大学科信学院,http://kexin.hebeu.edu.cn,http://kexin.hebeu.edu.cn/list.jsp?urltype=tree.Tr
保定学院,http://www.bdu.edu.cn,http://221.192.237.22:8018/zhsh/default.html
贵州大学明德学院,http://mdc.gzu.edu.cn/,http://webplus.gzu.edu.cn/s/333/main.jspy
澳门理工学院,http://www.ipm.edu.mo,http://www.ipm.edu.mo/admission_mainland/zh/index.
南京体育学院,http://www.nipes.cn,http://zs.nipes.cn/
南通大学杏林学院,http://xlxy.ntu.edu.cn/,http://xlxy.ntu.edu.cn/list.php?fid=2
贵州师范学院,http://www.gzhnc.edu.cn/,http://zhaojiu.gznc.edu.cn/zhaoshengwang/
辽宁石油化工大学顺华能源学院,http://www.lnshny.com,http://www.shjwc.com/jiuye/
铜仁学院,http://www.gztrc.edu.cn/,http://www.gztrc.edu.cn/Item/list.asp?id=1466
扬州大学广陵学院,http://glxy.yzu.edu.cn,http://glxy.yzu.edu.cn/col/col6695/index.html
武汉体育学院体育科技学院,http://www.kjxy.wipe.edu.cn,http://www.kjxy.wipe.edu.cn/jiaoshengjiuye.html
湖北工业大学工程技术学院,http://gcxy.hbut.edu.cn,http://zjzx.hgdgcxy.com/Html/zs/Html/index.asp
湖北商贸学院,http://www.hugsm.e21.edu.cn,
湖州师范学院求真学院,http://www.hutc.zj.cn,http://zsw.hutc.zj.cn/hzgbs/qzhzgb/gb_view.asp
湖南文理学院芙蓉学院,http://www.hnuf.cn,http://fur.huas.cn/user/zj/main.aspx
阿坝师范学院,http://www.abtc.edu.cn/,http://old.abtc.edu.cn/zhaosheng/zhaosheng/
武汉工程大学邮电与信息工程学院,http://www.whupt.net.cn,http://www.witpt.edu.cn/enroll/?ClassID=66
郑州工业应用技术学院,http://www.zzhxxy.com,http://zsb.zzgyxy.com/
江汉大学文理学院,http://www.jdwlxy.cn,http://www.jdwlxy.cn:8080/zb/zhaosheng/
山西财经大学华商学院,http://www.schsxy.com,http://www.schsxy.com/other.aspx?p=1&id=9-82-0
武昌工学院,http://www.wpuic.net.cn,http://zsb.wuit.cn/
山西师范大学现代文理学院,http://www.sxnu.edu.cn,http://202.207.160.15/change/xyxs/xdwlxy/link/menu
甘肃民族师范学院,http://www.gnun.edu.cn,http://www.gnun.edu.cn/cn/zhaosheng/index.asp
南方科技大学,http://www.sustc.edu.cn/,http://zs.sustc.edu.cn/
湖北美术学院,http://www.hifa.edu.cn/,http://zjc.hifa.edu.cn/
内蒙古师范大学鸿德学院,http://www.honder.com,http://www.honder.com/list.php?fid=70
黔南民族师范学院,http://www.sgmtu.edu.cn/,http://zsw.sgmtu.edu.cn/
华南农业大学珠江学院,http://www.scauzhujiang.cn/,http://www.scauzhujiang.cn:8090/zsb/
天津美术学院,http://www.tjarts.edu.cn,http://202.113.216.9/zsjy.htm
蚌埠学院,http://www.bbxy.edu.cn,http://zhaoban.bbc.edu.cn/
哈尔滨广厦学院,http://www.gsxy.cn,http://zhaosheng.gsxy.cn/
广西师范学院师园学院,http://www.gxsyu.com,http://www.gxsy.edu.cn/Category_132/Index.aspx
安徽大学江淮学院,http://www.ahujhc.cn,http://zs.ahujhc.cn/
成都师范学院,http://www.cdnu.edu.cn/,http://www.cdnu.edu.cn/dep_zjc/channels/1973.html
苏州科技大学天平学院,http://tpxy.usts.edu.cn,
南京医科大学康达学院,http://kdc.njmu.edu.cn,http://202.195.176.69/s/117/main.jspy
南京邮电大学通达学院,http://tdxy.njupt.edu.cn,http://www.tdxy.com.cn/html/zhaosheng/
聊城大学东昌学院,http://www.lcudc.cn,http://www.dcuzsb.com/zsb.asp
宁夏师范学院,http://www.nxtu.cn/,http://zs.nxtu.cn/
鲁迅美术学院,http://www.lumei.edu.cn,http://www.lumei.edu.cn/newscenter/5zsjy.html
文山学院,http://www.wstc.net/,http://zjc.wsu.edu.cn/
山东师范大学历山学院,http://www.lsxy.sdnu.edu.cn,http://zsb.lsxy-edu.com/
上海视觉艺术学院,http://www.siva.edu.cn,http://www.siva.edu.cn/site/site2/home.aspx?si=25
太原科技大学华科学院,http://www.kdhk.cn,http://www.kdhk.cn/E_nosmallClass.asp?E_typeid=13&
安徽建筑大学城市建设学院,http://www.aiai.edu.cn,http://www.ahjzu.edu.cn/s/52/t/51/p/1/c/542/list.h
武汉设计工程学院,http://www.hnctxy.com,http://zb.hnctxy.com/
首都体育学院,http://www.cipe.edu.cn,http://aeo.cupes.edu.cn/
合肥师范学院,http://www.hftc.edu.cn,http://zsb.hftc.edu.cn/
石家庄经济学院华信学院,http://www2.sjzue.edu.cn/sjyhx/,http://www.sjzuehx.cn/Zflm20121009211001332-1.html
南京师范大学中北学院,http://zbzs.njnu.edu.cn/,http://zb.njnu.edu.cn/
湖南工程学院应用技术学院,http://www.hnieyy.cn,http://www.hnieyy.cn/moreinfo.aspx?id=190
北京舞蹈学院,http://www.bda.edu.cn,http://www.bda.edu.cn/zsjy/bkszsxx1/index.htm
贵阳中医学院时珍学院,http://sz.gytcm.com/,http://sz.gyctcm.edu.cn/
河南科技学院新科学院,http://xink.hist.edu.cn,http://xkxy.hist.edu.cn/zsjy_list.jsp?urltype=tree
中北大学信息商务学院,http://xxsw.nuc.edu.cn/,http://xxsw.nuc.edu.cn/cms/zsjy.php
桂林旅游学院,http://www.glit.edu.cn/,http://202.193.128.99/zhaoshengban/index/index/
贵州大学科技学院,http://cst.gzu.edu.cn/,http://cst1.gzu.edu.cn/s/84/t/656/p/4/c/5664/d/645
天津天狮学院,http://www.tianshi.edu.cn,http://www.tianshi.edu.cn/zb/
衡阳师范学院南岳学院,http://nyxy.hynu.cn,http://nyzsjy.hynu.cn/
吉林艺术学院,http://www.jlart.edu.cn,http://125.223.233.131/artzsb/
沈阳化工大学,http://www.syuct.edu.cn,http://zhaosheng.syuct.edu.cn/
福建江夏学院,http://www.fjjxu.edu.cn/,http://zsjy.fjjxu.edu.cn/web/jxzs/index.jsp
浙江理工大学科技与艺术学院,http://www.ky.zstu.edu.cn,http://zs.zist.edu.cn/
安阳师范学院人文管理学院,http://shm.aynu.edu.cn,
辽宁科技大学信息技术学院,http://www.ustl.edu.cn,http://zsjy.ustl.edu.cn/
南京陆军指挥学院,,
河北传媒学院,http://www.hebic.cn,http://zs.hebic.cn/
云南艺术学院,http://www.ynart.edu.cn/,http://zs.ynart.edu.cn/
西南大学(荣昌校区),http://www.rcswu.cq.cn,
